,Insured,Not_Insured,County,Year,Percent_Insured,Percent_Uninsured,FIPS Code
966,9852,1663,Crockett,2018,85.56,14.44,47033.0
967,35730,5178,Cumberland,2018,87.34,12.66,47035.0
968,501576,81497,Davidson,2018,86.02,13.98,47037.0
969,7741,1102,Decatur,2018,87.54,12.46,47039.0
970,13704,2455,DeKalb,2018,84.81,15.19,
971,38793,5622,Dickson,2018,87.34,12.66,47043.0
972,26919,3316,Dyer,2018,89.03,10.97,47045.0
973,28451,3124,Fayette,2018,90.11,9.89,47047.0
974,12115,1874,Fentress,2018,86.6,13.4,47049.0
975,27883,3639,Franklin,2018,88.46,11.54,47051.0
976,35156,4396,Gibson,2018,88.89,11.11,47053.0
977,20272,2763,Giles,2018,88.01,11.99,47055.0
978,15746,2498,Grainger,2018,86.31,13.69,47057.0
979,46043,6618,Greene,2018,87.43,12.57,47059.0
980,8803,1549,Grundy,2018,85.04,14.96,47061.0
981,44427,7499,Hamblen,2018,85.56,14.44,47063.0
982,258250,34725,Hamilton,2018,88.15,11.85,47065.0
983,4366,607,Hancock,2018,87.79,12.21,47067.0
984,14845,2038,Hardeman,2018,87.93,12.07,47069.0
985,17114,2504,Hardin,2018,87.24,12.76,47071.0
986,38919,5143,Hawkins,2018,88.33,11.67,47073.0
987,12155,1573,Haywood,2018,88.54,11.46,47075.0
988,19708,2740,Henderson,2018,87.79,12.21,47077.0
989,21557,2834,Henry,2018,88.38,11.62,47079.0
990,16564,2586,Hickman,2018,86.5,13.5,47081.0
991,5654,823,Houston,2018,87.29,12.71,47083.0
992,12712,1864,Humphreys,2018,87.21,12.79,47085.0
993,7674,1258,Jackson,2018,85.92,14.08,47087.0
994,36693,5228,Jefferson,2018,87.53,12.47,47089.0
995,10378,1579,Johnson,2018,86.79,13.21,47091.0
996,342831,39398,Knox,2018,89.69,10.31,47093.0
997,3444,452,Lake,2018,88.4,11.6,47095.0
998,17096,2457,Lauderdale,2018,87.43,12.57,47097.0
999,31100,4413,Lawrence,2018,87.57,12.43,47099.0
1000,8184,1231,Lewis,2018,86.93,13.07,47101.0
1001,23831,3348,Lincoln,2018,87.68,12.32,47103.0
1002,33793,5091,Loudon,2018,86.91,13.09,47105.0
1003,36660,5341,McMinn,2018,87.28,12.72,47107.0
1004,17545,2617,McNairy,2018,87.02,12.98,47109.0
1005,17213,2895,Macon,2018,85.6,14.4,47111.0
1006,68243,8735,Madison,2018,88.65,11.35,47113.0
1007,20045,2609,Marion,2018,88.48,11.52,47115.0
1008,24889,3102,Marshall,2018,88.92,11.08,47117.0
1009,70682,8055,Maury,2018,89.77,10.23,47119.0
1010,8379,1177,Meigs,2018,87.68,12.32,47121.0
1011,30850,5081,Monroe,2018,85.86,14.14,47123.0
1012,166486,16046,Montgomery,2018,91.21,8.79,47125.0
1013,4527,474,Moore,2018,90.52,9.48,47127.0
1014,13378,2069,Morgan,2018,86.61,13.39,47129.0
1015,20900,2755,Obion,2018,88.35,11.65,47131.0
1016,15094,2141,Overton,2018,87.58,12.42,47133.0
1017,5406,844,Perry,2018,86.5,13.5,47135.0
1018,3149,501,Pickett,2018,86.27,13.73,47137.0
1019,11313,1826,Polk,2018,86.1,13.9,47139.0
1020,55508,7767,Putnam,2018,87.73,12.27,47141.0
1021,22738,3335,Rhea,2018,87.21,12.79,47143.0
1022,36190,4516,Roane,2018,88.91,11.09,47145.0
1023,52780,7334,Robertson,2018,87.8,12.2,47147.0
1024,257797,29160,Rutherford,2018,89.84,10.16,47149.0
1025,15614,2373,Scott,2018,86.81,13.19,47151.0
1026,10306,1368,Sequatchie,2018,88.28,11.72,47153.0
1027,63927,13515,Sevier,2018,82.55,17.45,47155.0
1028,679641,107268,Shelby,2018,86.37,13.63,47157.0
1029,14526,1892,Smith,2018,88.48,11.52,47159.0
1030,9349,1356,Stewart,2018,87.33,12.67,47161.0
1031,107047,14323,Sullivan,2018,88.2,11.8,47163.0
1032,141543,15785,Sumner,2018,89.97,10.03,47165.0
1033,46076,5738,Tipton,2018,88.93,11.07,47167.0
1034,6173,880,Trousdale,2018,87.52,12.48,47169.0
1035,11827,1632,Unicoi,2018,87.87,12.13,47171.0
1036,13715,2136,Union,2018,86.52,13.48,47173.0
1037,3701,588,Van Buren,2018,86.29,13.71,47175.0
1038,27793,5246,Warren,2018,84.12,15.88,47177.0
1039,90546,10856,Washington,2018,89.29,10.71,47179.0
1040,9751,1501,Wayne,2018,86.66,13.34,47181.0
1041,22446,3261,Weakley,2018,87.31,12.69,47183.0
1042,18548,2666,White,2018,87.43,12.57,47185.0
1043,191306,12500,Williamson,2018,93.87,6.13,47187.0
1044,107215,11102,Wilson,2018,90.62,9.38,47189.0
1045,53234,7356,Anderson,2019,87.86,12.14,47001.0
1046,35195,6283,Bedford,2019,84.85,15.15,47003.0
1047,10374,1630,Benton,2019,86.42,13.58,47005.0
1048,7893,1574,Bledsoe,2019,83.37,16.63,47007.0
1049,92406,12138,Blount,2019,88.39,11.61,47009.0
1050,74655,12174,Bradley,2019,85.98,14.02,47011.0
1051,26764,3962,Campbell,2019,87.11,12.89,47013.0
1052,10349,1473,Cannon,2019,87.54,12.46,47015.0
1053,18270,2641,Carroll,2019,87.37,12.63,47017.0
1054,36701,5950,Carter,2019,86.05,13.95,47019.0
1055,30244,4020,Cheatham,2019,88.27,11.73,47021.0
1056,11555,1635,Chester,2019,87.6,12.4,47023.0
1057,21155,2953,Claiborne,2019,87.75,12.25,47025.0
1058,4795,787,Clay,2019,85.9,14.1,47027.0
1059,24010,3544,Cocke,2019,87.14,12.86,47029.0
1060,40567,5468,Coffee,2019,88.12,11.88,47031.0
1061,9589,1736,Crockett,2019,84.67,15.33,47033.0
1062,35070,5862,Cumberland,2019,85.68,14.32,47035.0
1063,505579,78123,Davidson,2019,86.62,13.38,47037.0
1064,7603,1105,Decatur,2019,87.31,12.69,47039.0
1065,13991,2313,DeKalb,2019,85.81,14.19,
1066,39278,5200,Dickson,2019,88.31,11.69,47043.0
1067,26430,3440,Dyer,2019,88.48,11.52,47045.0
1068,28188,3586,Fayette,2019,88.71,11.29,47047.0
1069,12106,1842,Fentress,2019,86.79,13.21,47049.0
1070,27819,3699,Franklin,2019,88.26,11.74,47051.0
1071,34703,4596,Gibson,2019,88.31,11.69,47053.0
1072,19815,2994,Giles,2019,86.87,13.13,47055.0
1073,15685,2522,Grainger,2019,86.15,13.85,47057.0
1074,45395,6864,Greene,2019,86.87,13.13,47059.0
1075,8868,1465,Grundy,2019,85.82,14.18,47061.0
1076,43814,8105,Hamblen,2019,84.39,15.61,47063.0
1077,259424,35273,Hamilton,2019,88.03,11.97,47065.0
1078,4370,587,Hancock,2019,88.16,11.84,47067.0
1079,14476,2033,Hardeman,2019,87.69,12.31,47069.0
1080,17042,2370,Hardin,2019,87.79,12.21,47071.0
1081,38630,5094,Hawkins,2019,88.35,11.65,47073.0
1082,11830,1613,Haywood,2019,88.0,12.0,47075.0
1083,19463,2834,Henderson,2019,87.29,12.71,47077.0
1084,21003,3121,Henry,2019,87.06,12.94,47079.0
1085,16439,2682,Hickman,2019,85.97,14.03,47081.0
1086,5505,883,Houston,2019,86.18,13.82,47083.0
1087,12793,1710,Humphreys,2019,88.21,11.79,47085.0
1088,7586,1258,Jackson,2019,85.78,14.22,47087.0
1089,36521,5509,Jefferson,2019,86.89,13.11,47089.0
1090,10416,1476,Johnson,2019,87.59,12.41,47091.0
1091,343735,41329,Knox,2019,89.27,10.73,47093.0
1092,3298,444,Lake,2019,88.13,11.87,47095.0
1093,16602,2374,Lauderdale,2019,87.49,12.51,47097.0
1094,30904,4613,Lawrence,2019,87.01,12.99,47099.0
1095,8348,1137,Lewis,2019,88.01,11.99,47101.0
1096,23652,3607,Lincoln,2019,86.77,13.23,47103.0
1097,33945,5388,Loudon,2019,86.3,13.7,47105.0
1098,36634,5432,McMinn,2019,87.09,12.91,47107.0
1099,17593,2295,McNairy,2019,88.46,11.54,47109.0
1100,17111,3011,Macon,2019,85.04,14.96,47111.0
1101,67853,8637,Madison,2019,88.71,11.29,47113.0
1102,19974,2764,Marion,2019,87.84,12.16,47115.0
1103,25068,3353,Marshall,2019,88.2,11.8,47117.0
1104,71051,9081,Maury,2019,88.67,11.33,47119.0
1105,8308,1249,Meigs,2019,86.93,13.07,47121.0
1106,31195,4731,Monroe,2019,86.83,13.17,47123.0
1107,167705,17282,Montgomery,2019,90.66,9.34,47125.0
1108,4526,514,Moore,2019,89.8,10.2,47127.0
1109,13218,1887,Morgan,2019,87.51,12.49,47129.0
1110,20397,2918,Obion,2019,87.48,12.52,47131.0
1111,15010,2296,Overton,2019,86.73,13.27,47133.0
1112,5301,901,Perry,2019,85.47,14.53,47135.0
1113,3077,538,Pickett,2019,85.12,14.88,47137.0
1114,11048,1871,Polk,2019,85.52,14.48,47139.0
1115,55660,8504,Putnam,2019,86.75,13.25,47141.0
1116,22368,3635,Rhea,2019,86.02,13.98,47143.0
1117,36241,4305,Roane,2019,89.38,10.62,47145.0
1118,53218,6963,Robertson,2019,88.43,11.57,47147.0
1119,262489,30323,Rutherford,2019,89.64,10.36,47149.0
1120,15671,2143,Scott,2019,87.97,12.03,47151.0
1121,10225,1465,Sequatchie,2019,87.47,12.53,47153.0
1122,63276,13557,Sevier,2019,82.36,17.64,47155.0
1123,680234,103192,Shelby,2019,86.83,13.17,47157.0
1124,14448,1982,Smith,2019,87.94,12.06,47159.0
1125,9351,1353,Stewart,2019,87.36,12.64,47161.0
1126,106373,14688,Sullivan,2019,87.87,12.13,47163.0
1127,143612,16587,Sumner,2019,89.65,10.35,47165.0
1128,46093,5353,Tipton,2019,89.59,10.41,47167.0
1129,6318,933,Trousdale,2019,87.13,12.87,47169.0
1130,11678,1752,Unicoi,2019,86.95,13.05,47171.0
1131,13751,2188,Union,2019,86.27,13.73,47173.0
1132,3789,551,Van Buren,2019,87.3,12.7,47175.0
1133,27899,5237,Warren,2019,84.2,15.8,47177.0
1134,89591,12094,Washington,2019,88.11,11.89,47179.0
1135,9664,1497,Wayne,2019,86.59,13.41,47181.0
1136,22565,2938,Weakley,2019,88.48,11.52,47183.0
1137,18547,2717,White,2019,87.22,12.78,47185.0
1138,197201,13215,Williamson,2019,93.72,6.28,47187.0
1139,109986,11543,Wilson,2019,90.5,9.5,47189.0
