County,Not_Insured,Sex,Year
Anderson,8602,Both Sexes,2010
Anderson,4708,Male Only,2010
Anderson,3895,Female Only,2010
Bedford,8542,Both Sexes,2010
Bedford,4644,Male Only,2010
Bedford,3898,Female Only,2010
Benton,2333,Both Sexes,2010
Benton,1279,Male Only,2010
Benton,1054,Female Only,2010
Bledsoe,1846,Both Sexes,2010
Bledsoe,1017,Male Only,2010
Bledsoe,828,Female Only,2010
Blount,15189,Both Sexes,2010
Blount,8307,Male Only,2010
Blount,6881,Female Only,2010
Bradley,13911,Both Sexes,2010
Bradley,7874,Male Only,2010
Bradley,6036,Female Only,2010
Campbell,5493,Both Sexes,2010
Campbell,2981,Male Only,2010
Campbell,2513,Female Only,2010
Cannon,2038,Both Sexes,2010
Cannon,1120,Male Only,2010
Cannon,918,Female Only,2010
Carroll,3656,Both Sexes,2010
Carroll,1961,Male Only,2010
Carroll,1694,Female Only,2010
Carter,8272,Both Sexes,2010
Carter,4445,Male Only,2010
Carter,3826,Female Only,2010
Cheatham,5523,Both Sexes,2010
Cheatham,3032,Male Only,2010
Cheatham,2491,Female Only,2010
Chester,2187,Both Sexes,2010
Chester,1232,Male Only,2010
Chester,955,Female Only,2010
Claiborne,4122,Both Sexes,2010
Claiborne,2220,Male Only,2010
Claiborne,1903,Female Only,2010
Clay,1167,Both Sexes,2010
Clay,631,Male Only,2010
Clay,536,Female Only,2010
Cocke,5285,Both Sexes,2010
Cocke,2886,Male Only,2010
Cocke,2400,Female Only,2010
Coffee,7384,Both Sexes,2010
Coffee,3941,Male Only,2010
Coffee,3443,Female Only,2010
Crockett,2371,Both Sexes,2010
Crockett,1299,Male Only,2010
Crockett,1072,Female Only,2010
Cumberland,7963,Both Sexes,2010
Cumberland,4114,Male Only,2010
Cumberland,3849,Female Only,2010
Davidson,106801,Both Sexes,2010
Davidson,61569,Male Only,2010
Davidson,45233,Female Only,2010
Decatur,1660,Both Sexes,2010
Decatur,914,Male Only,2010
Decatur,746,Female Only,2010
DeKalb,3234,Both Sexes,2010
DeKalb,1777,Male Only,2010
DeKalb,1458,Female Only,2010
Dickson,6621,Both Sexes,2010
Dickson,3626,Male Only,2010
Dickson,2995,Female Only,2010
Dyer,4811,Both Sexes,2010
Dyer,2580,Male Only,2010
Dyer,2231,Female Only,2010
Fayette,4736,Both Sexes,2010
Fayette,2633,Male Only,2010
Fayette,2103,Female Only,2010
Fentress,2679,Both Sexes,2010
Fentress,1455,Male Only,2010
Fentress,1224,Female Only,2010
Franklin,4990,Both Sexes,2010
Franklin,2810,Male Only,2010
Franklin,2179,Female Only,2010
Gibson,6441,Both Sexes,2010
Gibson,3406,Male Only,2010
Gibson,3035,Female Only,2010
Giles,3960,Both Sexes,2010
Giles,2166,Male Only,2010
Giles,1794,Female Only,2010
Grainger,3502,Both Sexes,2010
Grainger,1838,Male Only,2010
Grainger,1663,Female Only,2010
Greene,9689,Both Sexes,2010
Greene,5338,Male Only,2010
Greene,4351,Female Only,2010
Grundy,1904,Both Sexes,2010
Grundy,1027,Male Only,2010
Grundy,876,Female Only,2010
Hamblen,10214,Both Sexes,2010
Hamblen,5753,Male Only,2010
Hamblen,4460,Female Only,2010
Hamilton,45813,Both Sexes,2010
Hamilton,25439,Male Only,2010
Hamilton,20374,Female Only,2010
Hancock,971,Both Sexes,2010
Hancock,526,Male Only,2010
Hancock,445,Female Only,2010
Hardeman,3200,Both Sexes,2010
Hardeman,1687,Male Only,2010
Hardeman,1514,Female Only,2010
Hardin,3763,Both Sexes,2010
Hardin,2020,Male Only,2010
Hardin,1743,Female Only,2010
Hawkins,7247,Both Sexes,2010
Hawkins,3879,Male Only,2010
Hawkins,3368,Female Only,2010
Haywood,2818,Both Sexes,2010
Haywood,1524,Male Only,2010
Haywood,1294,Female Only,2010
Henderson,3730,Both Sexes,2010
Henderson,1931,Male Only,2010
Henderson,1799,Female Only,2010
Henry,4332,Both Sexes,2010
Henry,2363,Male Only,2010
Henry,1969,Female Only,2010
Hickman,3405,Both Sexes,2010
Hickman,1834,Male Only,2010
Hickman,1571,Female Only,2010
Houston,1217,Both Sexes,2010
Houston,673,Male Only,2010
Houston,544,Female Only,2010
Humphreys,2445,Both Sexes,2010
Humphreys,1354,Male Only,2010
Humphreys,1091,Female Only,2010
Jackson,1720,Both Sexes,2010
Jackson,974,Male Only,2010
Jackson,747,Female Only,2010
Jefferson,7237,Both Sexes,2010
Jefferson,3881,Male Only,2010
Jefferson,3355,Female Only,2010
Johnson,2252,Both Sexes,2010
Johnson,1205,Male Only,2010
Johnson,1047,Female Only,2010
Knox,53027,Both Sexes,2010
Knox,30192,Male Only,2010
Knox,22835,Female Only,2010
Lake,681,Both Sexes,2010
Lake,373,Male Only,2010
Lake,308,Female Only,2010
Lauderdale,3519,Both Sexes,2010
Lauderdale,1812,Male Only,2010
Lauderdale,1707,Female Only,2010
Lawrence,6176,Both Sexes,2010
Lawrence,3320,Male Only,2010
Lawrence,2856,Female Only,2010
Lewis,1888,Both Sexes,2010
Lewis,1017,Male Only,2010
Lewis,871,Female Only,2010
Lincoln,4167,Both Sexes,2010
Lincoln,2254,Male Only,2010
Lincoln,1913,Female Only,2010
Loudon,6372,Both Sexes,2010
Loudon,3472,Male Only,2010
Loudon,2900,Female Only,2010
McMinn,6979,Both Sexes,2010
McMinn,3737,Male Only,2010
McMinn,3242,Female Only,2010
McNairy,3604,Both Sexes,2010
McNairy,1954,Male Only,2010
McNairy,1650,Female Only,2010
Macon,3883,Both Sexes,2010
Macon,2121,Male Only,2010
Macon,1762,Female Only,2010
Madison,12945,Both Sexes,2010
Madison,7331,Male Only,2010
Madison,5614,Female Only,2010
Marion,3963,Both Sexes,2010
Marion,2090,Male Only,2010
Marion,1873,Female Only,2010
Marshall,4836,Both Sexes,2010
Marshall,2634,Male Only,2010
Marshall,2202,Female Only,2010
Maury,11035,Both Sexes,2010
Maury,5754,Male Only,2010
Maury,5281,Female Only,2010
Meigs,1607,Both Sexes,2010
Meigs,856,Male Only,2010
Meigs,751,Female Only,2010
Monroe,6657,Both Sexes,2010
Monroe,3489,Male Only,2010
Monroe,3168,Female Only,2010
Montgomery,21403,Both Sexes,2010
Montgomery,12048,Male Only,2010
Montgomery,9355,Female Only,2010
Moore,785,Both Sexes,2010
Moore,430,Male Only,2010
Moore,355,Female Only,2010
Morgan,2697,Both Sexes,2010
Morgan,1486,Male Only,2010
Morgan,1211,Female Only,2010
Obion,4264,Both Sexes,2010
Obion,2290,Male Only,2010
Obion,1974,Female Only,2010
Overton,3072,Both Sexes,2010
Overton,1690,Male Only,2010
Overton,1382,Female Only,2010
Perry,1278,Both Sexes,2010
Perry,699,Male Only,2010
Perry,579,Female Only,2010
Pickett,835,Both Sexes,2010
Pickett,453,Male Only,2010
Pickett,382,Female Only,2010
Polk,2398,Both Sexes,2010
Polk,1276,Male Only,2010
Polk,1123,Female Only,2010
Putnam,11109,Both Sexes,2010
Putnam,6204,Male Only,2010
Putnam,4905,Female Only,2010
Rhea,4460,Both Sexes,2010
Rhea,2471,Male Only,2010
Rhea,1989,Female Only,2010
Roane,6117,Both Sexes,2010
Roane,3226,Male Only,2010
Roane,2891,Female Only,2010
Robertson,9792,Both Sexes,2010
Robertson,5422,Male Only,2010
Robertson,4370,Female Only,2010
Rutherford,36554,Both Sexes,2010
Rutherford,20129,Male Only,2010
Rutherford,16425,Female Only,2010
Scott,3325,Both Sexes,2010
Scott,1816,Male Only,2010
Scott,1509,Female Only,2010
Sequatchie,2026,Both Sexes,2010
Sequatchie,1105,Male Only,2010
Sequatchie,921,Female Only,2010
Sevier,16161,Both Sexes,2010
Sevier,9038,Male Only,2010
Sevier,7123,Female Only,2010
Shelby,143767,Both Sexes,2010
Shelby,80001,Male Only,2010
Shelby,63765,Female Only,2010
Smith,2762,Both Sexes,2010
Smith,1541,Male Only,2010
Smith,1221,Female Only,2010
Stewart,1838,Both Sexes,2010
Stewart,989,Male Only,2010
Stewart,849,Female Only,2010
Sullivan,19222,Both Sexes,2010
Sullivan,10514,Male Only,2010
Sullivan,8708,Female Only,2010
Sumner,21472,Both Sexes,2010
Sumner,11976,Male Only,2010
Sumner,9496,Female Only,2010
Tipton,7541,Both Sexes,2010
Tipton,3960,Male Only,2010
Tipton,3581,Female Only,2010
Trousdale,1180,Both Sexes,2010
Trousdale,654,Male Only,2010
Trousdale,526,Female Only,2010
Unicoi,2352,Both Sexes,2010
Unicoi,1292,Male Only,2010
Unicoi,1060,Female Only,2010
Union,2980,Both Sexes,2010
Union,1607,Male Only,2010
Union,1373,Female Only,2010
VanBuren,827,Both Sexes,2010
VanBuren,451,Male Only,2010
VanBuren,376,Female Only,2010
Warren,7325,Both Sexes,2010
Warren,4053,Male Only,2010
Warren,3272,Female Only,2010
Washington,15135,Both Sexes,2010
Washington,8328,Male Only,2010
Washington,6808,Female Only,2010
Wayne,2232,Both Sexes,2010
Wayne,1249,Male Only,2010
Wayne,983,Female Only,2010
Weakley,5064,Both Sexes,2010
Weakley,2854,Male Only,2010
Weakley,2209,Female Only,2010
White,3745,Both Sexes,2010
White,2095,Male Only,2010
White,1651,Female Only,2010
Williamson,13859,Both Sexes,2010
Williamson,7401,Male Only,2010
Williamson,6459,Female Only,2010
Wilson,12556,Both Sexes,2010
Wilson,6964,Male Only,2010
Wilson,5592,Female Only,2010
Anderson,9447,Both Sexes,2011
Anderson,4927,Male Only,2011
Anderson,4520,Female Only,2011
Bedford,8060,Both Sexes,2011
Bedford,4352,Male Only,2011
Bedford,3709,Female Only,2011
Benton,2424,Both Sexes,2011
Benton,1296,Male Only,2011
Benton,1128,Female Only,2011
Bledsoe,2074,Both Sexes,2011
Bledsoe,1147,Male Only,2011
Bledsoe,927,Female Only,2011
Blount,16424,Both Sexes,2011
Blount,8875,Male Only,2011
Blount,7549,Female Only,2011
Bradley,15233,Both Sexes,2011
Bradley,8488,Male Only,2011
Bradley,6745,Female Only,2011
Campbell,5497,Both Sexes,2011
Campbell,3018,Male Only,2011
Campbell,2479,Female Only,2011
Cannon,1933,Both Sexes,2011
Cannon,1077,Male Only,2011
Cannon,856,Female Only,2011
Carroll,3638,Both Sexes,2011
Carroll,1965,Male Only,2011
Carroll,1673,Female Only,2011
Carter,8340,Both Sexes,2011
Carter,4596,Male Only,2011
Carter,3744,Female Only,2011
Cheatham,5235,Both Sexes,2011
Cheatham,2905,Male Only,2011
Cheatham,2330,Female Only,2011
Chester,2388,Both Sexes,2011
Chester,1313,Male Only,2011
Chester,1075,Female Only,2011
Claiborne,4177,Both Sexes,2011
Claiborne,2268,Male Only,2011
Claiborne,1908,Female Only,2011
Clay,1224,Both Sexes,2011
Clay,670,Male Only,2011
Clay,554,Female Only,2011
Cocke,5447,Both Sexes,2011
Cocke,2818,Male Only,2011
Cocke,2629,Female Only,2011
Coffee,7630,Both Sexes,2011
Coffee,4149,Male Only,2011
Coffee,3481,Female Only,2011
Crockett,2283,Both Sexes,2011
Crockett,1252,Male Only,2011
Crockett,1031,Female Only,2011
Cumberland,8156,Both Sexes,2011
Cumberland,4339,Male Only,2011
Cumberland,3817,Female Only,2011
Davidson,105807,Both Sexes,2011
Davidson,57027,Male Only,2011
Davidson,48780,Female Only,2011
Decatur,1691,Both Sexes,2011
Decatur,936,Male Only,2011
Decatur,755,Female Only,2011
DeKalb,3172,Both Sexes,2011
DeKalb,1752,Male Only,2011
DeKalb,1420,Female Only,2011
Dickson,7573,Both Sexes,2011
Dickson,4129,Male Only,2011
Dickson,3444,Female Only,2011
Dyer,4910,Both Sexes,2011
Dyer,2609,Male Only,2011
Dyer,2301,Female Only,2011
Fayette,4532,Both Sexes,2011
Fayette,2420,Male Only,2011
Fayette,2112,Female Only,2011
Fentress,2639,Both Sexes,2011
Fentress,1425,Male Only,2011
Fentress,1213,Female Only,2011
Franklin,5050,Both Sexes,2011
Franklin,2715,Male Only,2011
Franklin,2334,Female Only,2011
Gibson,6551,Both Sexes,2011
Gibson,3466,Male Only,2011
Gibson,3085,Female Only,2011
Giles,4075,Both Sexes,2011
Giles,2267,Male Only,2011
Giles,1808,Female Only,2011
Grainger,3558,Both Sexes,2011
Grainger,1939,Male Only,2011
Grainger,1619,Female Only,2011
Greene,10164,Both Sexes,2011
Greene,5415,Male Only,2011
Greene,4750,Female Only,2011
Grundy,2028,Both Sexes,2011
Grundy,1099,Male Only,2011
Grundy,929,Female Only,2011
Hamblen,10395,Both Sexes,2011
Hamblen,5603,Male Only,2011
Hamblen,4792,Female Only,2011
Hamilton,45805,Both Sexes,2011
Hamilton,25627,Male Only,2011
Hamilton,20178,Female Only,2011
Hancock,983,Both Sexes,2011
Hancock,524,Male Only,2011
Hancock,459,Female Only,2011
Hardeman,3148,Both Sexes,2011
Hardeman,1624,Male Only,2011
Hardeman,1524,Female Only,2011
Hardin,3822,Both Sexes,2011
Hardin,2087,Male Only,2011
Hardin,1735,Female Only,2011
Hawkins,7439,Both Sexes,2011
Hawkins,4161,Male Only,2011
Hawkins,3278,Female Only,2011
Haywood,2608,Both Sexes,2011
Haywood,1435,Male Only,2011
Haywood,1173,Female Only,2011
Henderson,3763,Both Sexes,2011
Henderson,2017,Male Only,2011
Henderson,1746,Female Only,2011
Henry,4556,Both Sexes,2011
Henry,2461,Male Only,2011
Henry,2095,Female Only,2011
Hickman,3635,Both Sexes,2011
Hickman,1976,Male Only,2011
Hickman,1660,Female Only,2011
Houston,1138,Both Sexes,2011
Houston,618,Male Only,2011
Houston,520,Female Only,2011
Humphreys,2556,Both Sexes,2011
Humphreys,1390,Male Only,2011
Humphreys,1166,Female Only,2011
Jackson,1760,Both Sexes,2011
Jackson,992,Male Only,2011
Jackson,767,Female Only,2011
Jefferson,7306,Both Sexes,2011
Jefferson,3905,Male Only,2011
Jefferson,3400,Female Only,2011
Johnson,2309,Both Sexes,2011
Johnson,1242,Male Only,2011
Johnson,1066,Female Only,2011
Knox,54572,Both Sexes,2011
Knox,29829,Male Only,2011
Knox,24744,Female Only,2011
Lake,695,Both Sexes,2011
Lake,382,Male Only,2011
Lake,313,Female Only,2011
Lauderdale,3516,Both Sexes,2011
Lauderdale,1845,Male Only,2011
Lauderdale,1671,Female Only,2011
Lawrence,6146,Both Sexes,2011
Lawrence,3276,Male Only,2011
Lawrence,2869,Female Only,2011
Lewis,1910,Both Sexes,2011
Lewis,1018,Male Only,2011
Lewis,893,Female Only,2011
Lincoln,4547,Both Sexes,2011
Lincoln,2485,Male Only,2011
Lincoln,2063,Female Only,2011
Loudon,6405,Both Sexes,2011
Loudon,3529,Male Only,2011
Loudon,2876,Female Only,2011
McMinn,7339,Both Sexes,2011
McMinn,4022,Male Only,2011
McMinn,3317,Female Only,2011
McNairy,3689,Both Sexes,2011
McNairy,2068,Male Only,2011
McNairy,1621,Female Only,2011
Macon,3981,Both Sexes,2011
Macon,2141,Male Only,2011
Macon,1840,Female Only,2011
Madison,13508,Both Sexes,2011
Madison,7116,Male Only,2011
Madison,6392,Female Only,2011
Marion,3942,Both Sexes,2011
Marion,2220,Male Only,2011
Marion,1722,Female Only,2011
Marshall,5022,Both Sexes,2011
Marshall,2781,Male Only,2011
Marshall,2240,Female Only,2011
Maury,10998,Both Sexes,2011
Maury,6150,Male Only,2011
Maury,4848,Female Only,2011
Meigs,1642,Both Sexes,2011
Meigs,855,Male Only,2011
Meigs,787,Female Only,2011
Monroe,7097,Both Sexes,2011
Monroe,3898,Male Only,2011
Monroe,3199,Female Only,2011
Montgomery,25444,Both Sexes,2011
Montgomery,13577,Male Only,2011
Montgomery,11867,Female Only,2011
Moore,829,Both Sexes,2011
Moore,452,Male Only,2011
Moore,377,Female Only,2011
Morgan,2767,Both Sexes,2011
Morgan,1498,Male Only,2011
Morgan,1268,Female Only,2011
Obion,4144,Both Sexes,2011
Obion,2241,Male Only,2011
Obion,1903,Female Only,2011
Overton,3166,Both Sexes,2011
Overton,1689,Male Only,2011
Overton,1477,Female Only,2011
Perry,1244,Both Sexes,2011
Perry,694,Male Only,2011
Perry,550,Female Only,2011
Pickett,879,Both Sexes,2011
Pickett,478,Male Only,2011
Pickett,401,Female Only,2011
Polk,2542,Both Sexes,2011
Polk,1355,Male Only,2011
Polk,1188,Female Only,2011
Putnam,12171,Both Sexes,2011
Putnam,6688,Male Only,2011
Putnam,5483,Female Only,2011
Rhea,4574,Both Sexes,2011
Rhea,2499,Male Only,2011
Rhea,2075,Female Only,2011
Roane,6409,Both Sexes,2011
Roane,3447,Male Only,2011
Roane,2962,Female Only,2011
Robertson,10326,Both Sexes,2011
Robertson,5712,Male Only,2011
Robertson,4615,Female Only,2011
Rutherford,39817,Both Sexes,2011
Rutherford,22152,Male Only,2011
Rutherford,17665,Female Only,2011
Scott,3462,Both Sexes,2011
Scott,1893,Male Only,2011
Scott,1570,Female Only,2011
Sequatchie,2075,Both Sexes,2011
Sequatchie,1098,Male Only,2011
Sequatchie,977,Female Only,2011
Sevier,16914,Both Sexes,2011
Sevier,9488,Male Only,2011
Sevier,7426,Female Only,2011
Shelby,148501,Both Sexes,2011
Shelby,83909,Male Only,2011
Shelby,64592,Female Only,2011
Smith,2737,Both Sexes,2011
Smith,1518,Male Only,2011
Smith,1219,Female Only,2011
Stewart,1887,Both Sexes,2011
Stewart,996,Male Only,2011
Stewart,891,Female Only,2011
Sullivan,19688,Both Sexes,2011
Sullivan,10139,Male Only,2011
Sullivan,9549,Female Only,2011
Sumner,21253,Both Sexes,2011
Sumner,11541,Male Only,2011
Sumner,9712,Female Only,2011
Tipton,7540,Both Sexes,2011
Tipton,3997,Male Only,2011
Tipton,3543,Female Only,2011
Trousdale,1208,Both Sexes,2011
Trousdale,675,Male Only,2011
Trousdale,533,Female Only,2011
Unicoi,2541,Both Sexes,2011
Unicoi,1393,Male Only,2011
Unicoi,1147,Female Only,2011
Union,3057,Both Sexes,2011
Union,1638,Male Only,2011
Union,1419,Female Only,2011
VanBuren,837,Both Sexes,2011
VanBuren,438,Male Only,2011
VanBuren,399,Female Only,2011
Warren,7078,Both Sexes,2011
Warren,3945,Male Only,2011
Warren,3133,Female Only,2011
Washington,17287,Both Sexes,2011
Washington,9528,Male Only,2011
Washington,7759,Female Only,2011
Wayne,2399,Both Sexes,2011
Wayne,1323,Male Only,2011
Wayne,1076,Female Only,2011
Weakley,4920,Both Sexes,2011
Weakley,2740,Male Only,2011
Weakley,2180,Female Only,2011
White,3837,Both Sexes,2011
White,2073,Male Only,2011
White,1764,Female Only,2011
Williamson,15370,Both Sexes,2011
Williamson,7920,Male Only,2011
Williamson,7450,Female Only,2011
Wilson,13860,Both Sexes,2011
Wilson,7536,Male Only,2011
Wilson,6324,Female Only,2011
Anderson,8247,Both Sexes,2012
Anderson,4555,Male Only,2012
Anderson,3692,Female Only,2012
Bedford,7818,Both Sexes,2012
Bedford,4288,Male Only,2012
Bedford,3530,Female Only,2012
Benton,2398,Both Sexes,2012
Benton,1250,Male Only,2012
Benton,1147,Female Only,2012
Bledsoe,1861,Both Sexes,2012
Bledsoe,1029,Male Only,2012
Bledsoe,832,Female Only,2012
Blount,14793,Both Sexes,2012
Blount,8166,Male Only,2012
Blount,6627,Female Only,2012
Bradley,13411,Both Sexes,2012
Bradley,7492,Male Only,2012
Bradley,5920,Female Only,2012
Campbell,5347,Both Sexes,2012
Campbell,2984,Male Only,2012
Campbell,2363,Female Only,2012
Cannon,1976,Both Sexes,2012
Cannon,1098,Male Only,2012
Cannon,878,Female Only,2012
Carroll,3661,Both Sexes,2012
Carroll,1914,Male Only,2012
Carroll,1747,Female Only,2012
Carter,7900,Both Sexes,2012
Carter,4377,Male Only,2012
Carter,3523,Female Only,2012
Cheatham,5497,Both Sexes,2012
Cheatham,3003,Male Only,2012
Cheatham,2494,Female Only,2012
Chester,2119,Both Sexes,2012
Chester,1135,Male Only,2012
Chester,983,Female Only,2012
Claiborne,4110,Both Sexes,2012
Claiborne,2246,Male Only,2012
Claiborne,1865,Female Only,2012
Clay,1125,Both Sexes,2012
Clay,601,Male Only,2012
Clay,523,Female Only,2012
Cocke,5209,Both Sexes,2012
Cocke,2704,Male Only,2012
Cocke,2504,Female Only,2012
Coffee,7549,Both Sexes,2012
Coffee,3931,Male Only,2012
Coffee,3618,Female Only,2012
Crockett,2354,Both Sexes,2012
Crockett,1270,Male Only,2012
Crockett,1084,Female Only,2012
Cumberland,7492,Both Sexes,2012
Cumberland,4108,Male Only,2012
Cumberland,3384,Female Only,2012
Davidson,103496,Both Sexes,2012
Davidson,57611,Male Only,2012
Davidson,45886,Female Only,2012
Decatur,1640,Both Sexes,2012
Decatur,891,Male Only,2012
Decatur,749,Female Only,2012
DeKalb,3101,Both Sexes,2012
DeKalb,1681,Male Only,2012
DeKalb,1420,Female Only,2012
Dickson,6617,Both Sexes,2012
Dickson,3590,Male Only,2012
Dickson,3026,Female Only,2012
Dyer,4430,Both Sexes,2012
Dyer,2403,Male Only,2012
Dyer,2027,Female Only,2012
Fayette,4426,Both Sexes,2012
Fayette,2396,Male Only,2012
Fayette,2030,Female Only,2012
Fentress,2626,Both Sexes,2012
Fentress,1394,Male Only,2012
Fentress,1233,Female Only,2012
Franklin,5086,Both Sexes,2012
Franklin,2654,Male Only,2012
Franklin,2432,Female Only,2012
Gibson,6185,Both Sexes,2012
Gibson,3247,Male Only,2012
Gibson,2938,Female Only,2012
Giles,3685,Both Sexes,2012
Giles,1995,Male Only,2012
Giles,1690,Female Only,2012
Grainger,3236,Both Sexes,2012
Grainger,1729,Male Only,2012
Grainger,1507,Female Only,2012
Greene,9424,Both Sexes,2012
Greene,5216,Male Only,2012
Greene,4208,Female Only,2012
Grundy,2063,Both Sexes,2012
Grundy,1112,Male Only,2012
Grundy,951,Female Only,2012
Hamblen,10065,Both Sexes,2012
Hamblen,5480,Male Only,2012
Hamblen,4585,Female Only,2012
Hamilton,45171,Both Sexes,2012
Hamilton,24198,Male Only,2012
Hamilton,20973,Female Only,2012
Hancock,926,Both Sexes,2012
Hancock,488,Male Only,2012
Hancock,438,Female Only,2012
Hardeman,3038,Both Sexes,2012
Hardeman,1577,Male Only,2012
Hardeman,1460,Female Only,2012
Hardin,3575,Both Sexes,2012
Hardin,1916,Male Only,2012
Hardin,1660,Female Only,2012
Hawkins,7256,Both Sexes,2012
Hawkins,4017,Male Only,2012
Hawkins,3239,Female Only,2012
Haywood,2462,Both Sexes,2012
Haywood,1332,Male Only,2012
Haywood,1129,Female Only,2012
Henderson,3741,Both Sexes,2012
Henderson,1960,Male Only,2012
Henderson,1781,Female Only,2012
Henry,4312,Both Sexes,2012
Henry,2251,Male Only,2012
Henry,2062,Female Only,2012
Hickman,3467,Both Sexes,2012
Hickman,1911,Male Only,2012
Hickman,1556,Female Only,2012
Houston,1117,Both Sexes,2012
Houston,598,Male Only,2012
Houston,518,Female Only,2012
Humphreys,2487,Both Sexes,2012
Humphreys,1363,Male Only,2012
Humphreys,1124,Female Only,2012
Jackson,1749,Both Sexes,2012
Jackson,994,Male Only,2012
Jackson,755,Female Only,2012
Jefferson,7217,Both Sexes,2012
Jefferson,3817,Male Only,2012
Jefferson,3400,Female Only,2012
Johnson,2277,Both Sexes,2012
Johnson,1242,Male Only,2012
Johnson,1035,Female Only,2012
Knox,54706,Both Sexes,2012
Knox,29641,Male Only,2012
Knox,25065,Female Only,2012
Lake,685,Both Sexes,2012
Lake,380,Male Only,2012
Lake,305,Female Only,2012
Lauderdale,3551,Both Sexes,2012
Lauderdale,1817,Male Only,2012
Lauderdale,1734,Female Only,2012
Lawrence,6168,Both Sexes,2012
Lawrence,3316,Male Only,2012
Lawrence,2852,Female Only,2012
Lewis,1826,Both Sexes,2012
Lewis,963,Male Only,2012
Lewis,864,Female Only,2012
Lincoln,4163,Both Sexes,2012
Lincoln,2273,Male Only,2012
Lincoln,1891,Female Only,2012
Loudon,6291,Both Sexes,2012
Loudon,3372,Male Only,2012
Loudon,2919,Female Only,2012
McMinn,7338,Both Sexes,2012
McMinn,3987,Male Only,2012
McMinn,3351,Female Only,2012
McNairy,3544,Both Sexes,2012
McNairy,1958,Male Only,2012
McNairy,1586,Female Only,2012
Macon,3746,Both Sexes,2012
Macon,2056,Male Only,2012
Macon,1690,Female Only,2012
Madison,13369,Both Sexes,2012
Madison,7039,Male Only,2012
Madison,6329,Female Only,2012
Marion,3778,Both Sexes,2012
Marion,1998,Male Only,2012
Marion,1780,Female Only,2012
Marshall,4647,Both Sexes,2012
Marshall,2525,Male Only,2012
Marshall,2122,Female Only,2012
Maury,11023,Both Sexes,2012
Maury,6051,Male Only,2012
Maury,4972,Female Only,2012
Meigs,1596,Both Sexes,2012
Meigs,853,Male Only,2012
Meigs,743,Female Only,2012
Monroe,6820,Both Sexes,2012
Monroe,3635,Male Only,2012
Monroe,3186,Female Only,2012
Montgomery,23940,Both Sexes,2012
Montgomery,12988,Male Only,2012
Montgomery,10952,Female Only,2012
Moore,794,Both Sexes,2012
Moore,423,Male Only,2012
Moore,371,Female Only,2012
Morgan,2706,Both Sexes,2012
Morgan,1480,Male Only,2012
Morgan,1225,Female Only,2012
Obion,4251,Both Sexes,2012
Obion,2216,Male Only,2012
Obion,2036,Female Only,2012
Overton,2986,Both Sexes,2012
Overton,1626,Male Only,2012
Overton,1360,Female Only,2012
Perry,1225,Both Sexes,2012
Perry,692,Male Only,2012
Perry,533,Female Only,2012
Pickett,723,Both Sexes,2012
Pickett,397,Male Only,2012
Pickett,325,Female Only,2012
Polk,2357,Both Sexes,2012
Polk,1255,Male Only,2012
Polk,1102,Female Only,2012
Putnam,11557,Both Sexes,2012
Putnam,6502,Male Only,2012
Putnam,5054,Female Only,2012
Rhea,4294,Both Sexes,2012
Rhea,2306,Male Only,2012
Rhea,1988,Female Only,2012
Roane,6144,Both Sexes,2012
Roane,3326,Male Only,2012
Roane,2818,Female Only,2012
Robertson,9508,Both Sexes,2012
Robertson,5189,Male Only,2012
Robertson,4320,Female Only,2012
Rutherford,37707,Both Sexes,2012
Rutherford,21316,Male Only,2012
Rutherford,16390,Female Only,2012
Scott,3221,Both Sexes,2012
Scott,1731,Male Only,2012
Scott,1490,Female Only,2012
Sequatchie,2022,Both Sexes,2012
Sequatchie,1077,Male Only,2012
Sequatchie,945,Female Only,2012
Sevier,16871,Both Sexes,2012
Sevier,9289,Male Only,2012
Sevier,7583,Female Only,2012
Shelby,136382,Both Sexes,2012
Shelby,74695,Male Only,2012
Shelby,61687,Female Only,2012
Smith,2494,Both Sexes,2012
Smith,1367,Male Only,2012
Smith,1127,Female Only,2012
Stewart,1726,Both Sexes,2012
Stewart,923,Male Only,2012
Stewart,804,Female Only,2012
Sullivan,19072,Both Sexes,2012
Sullivan,10083,Male Only,2012
Sullivan,8988,Female Only,2012
Sumner,19336,Both Sexes,2012
Sumner,10667,Male Only,2012
Sumner,8668,Female Only,2012
Tipton,7536,Both Sexes,2012
Tipton,4020,Male Only,2012
Tipton,3517,Female Only,2012
Trousdale,1113,Both Sexes,2012
Trousdale,613,Male Only,2012
Trousdale,500,Female Only,2012
Unicoi,2374,Both Sexes,2012
Unicoi,1307,Male Only,2012
Unicoi,1068,Female Only,2012
Union,2899,Both Sexes,2012
Union,1566,Male Only,2012
Union,1333,Female Only,2012
Van,768,Both Sexes,2012
Van,415,Male Only,2012
Van,353,Female Only,2012
Warren,6548,Both Sexes,2012
Warren,3605,Male Only,2012
Warren,2943,Female Only,2012
Washington,16740,Both Sexes,2012
Washington,9143,Male Only,2012
Washington,7597,Female Only,2012
Wayne,2124,Both Sexes,2012
Wayne,1175,Male Only,2012
Wayne,949,Female Only,2012
Weakley,4240,Both Sexes,2012
Weakley,2332,Male Only,2012
Weakley,1908,Female Only,2012
White,3716,Both Sexes,2012
White,1963,Male Only,2012
White,1752,Female Only,2012
