,Insured,Not_Insured,County,Year,Percent_Insured,Percent_Uninsured
583,4931,947,Clay,2014,83.89,16.11
584,24119,4267,Cocke,2014,84.97,15.03
585,37677,6502,Coffee,2014,85.28,14.72
586,9887,2167,Crockett,2014,82.02,17.98
587,34340,6623,Cumberland,2014,83.83,16.17
588,476933,93801,Davidson,2014,83.56,16.44
589,7496,1445,Decatur,2014,83.84,16.16
590,12886,2822,DeKalb,2014,82.03,17.97
591,36522,6053,Dickson,2014,85.78,14.22
592,27379,3928,Dyer,2014,87.45,12.55
593,27465,3880,Fayette,2014,87.62,12.38
594,11857,2331,Fentress,2014,83.57,16.43
595,27471,4261,Franklin,2014,86.57,13.43
596,35152,5185,Gibson,2014,87.15,12.85
597,19681,3285,Giles,2014,85.7,14.3
598,15552,2997,Grainger,2014,83.84,16.16
599,45403,8054,Greene,2014,84.93,15.07
600,8765,1776,Grundy,2014,83.15,16.85
601,42742,8690,Hamblen,2014,83.1,16.9
602,249416,37436,Hamilton,2014,86.95,13.05
603,4531,774,Hancock,2014,85.41,14.59
604,15570,2552,Hardeman,2014,85.92,14.08
605,17210,3118,Hardin,2014,84.66,15.34
606,39724,5824,Hawkins,2014,87.21,12.79
607,12941,2161,Haywood,2014,85.69,14.31
608,19950,3190,Henderson,2014,86.21,13.79
609,21155,3813,Henry,2014,84.73,15.27
610,16170,3001,Hickman,2014,84.35,15.65
611,5651,949,Houston,2014,85.62,14.38
612,12475,2039,Humphreys,2014,85.95,14.05
613,7655,1392,Jackson,2014,84.61,15.39
614,35427,5789,Jefferson,2014,85.95,14.05
615,10588,1892,Johnson,2014,84.84,15.16
616,327388,46068,Knox,2014,87.66,12.34
617,3597,576,Lake,2014,86.2,13.8
618,18016,2910,Lauderdale,2014,86.09,13.91
619,29272,5327,Lawrence,2014,84.6,15.4
620,7960,1624,Lewis,2014,83.06,16.94
621,23293,3926,Lincoln,2014,85.58,14.42
622,31990,6062,Loudon,2014,84.07,15.93
623,36398,5750,McMinn,2014,86.36,13.64
624,17830,3154,McNairy,2014,84.97,15.03
625,15920,3311,Macon,2014,82.78,17.22
626,69744,10165,Madison,2014,87.28,12.72
627,19654,3461,Marion,2014,85.03,14.97
628,22385,3914,Marshall,2014,85.12,14.88
629,62412,9682,Maury,2014,86.57,13.43
630,7898,1368,Meigs,2014,85.24,14.76
631,29931,6089,Monroe,2014,83.1,16.9
632,149959,20288,Montgomery,2014,88.08,11.92
633,4294,670,Moore,2014,86.5,13.5
634,13659,2218,Morgan,2014,86.03,13.97
635,21224,3595,Obion,2014,85.52,14.48
636,14836,2700,Overton,2014,84.6,15.4
637,5118,998,Perry,2014,83.68,16.32
638,3224,590,Pickett,2014,84.53,15.47
639,11284,2040,Polk,2014,84.69,15.31
640,50704,9206,Putnam,2014,84.63,15.37
641,22290,3806,Rhea,2014,85.42,14.58
642,35808,5430,Roane,2014,86.83,13.17
643,50263,8101,Robertson,2014,86.12,13.88
644,225333,30944,Rutherford,2014,87.93,12.07
645,15666,2695,Scott,2014,85.32,14.68
646,10036,1721,Sequatchie,2014,85.36,14.64
647,62389,15115,Sevier,2014,80.5,19.5
648,690137,122149,Shelby,2014,84.96,15.04
649,13704,2275,Smith,2014,85.76,14.24
650,9111,1592,Stewart,2014,85.13,14.87
651,106043,17493,Sullivan,2014,85.84,14.16
652,129279,17130,Sumner,2014,88.3,11.7
653,46498,6178,Tipton,2014,88.27,11.73
654,5687,1022,Trousdale,2014,84.77,15.23
655,11769,2161,Unicoi,2014,84.49,15.51
656,13271,2589,Union,2014,83.68,16.32
657,3700,688,Van Buren,2014,84.32,15.68
658,26913,5953,Warren,2014,81.89,18.11
659,87928,13435,Washington,2014,86.75,13.25
660,10016,1784,Wayne,2014,84.88,15.12
661,23136,3433,Weakley,2014,87.08,12.92
662,17902,3098,White,2014,85.25,14.75
663,166949,13645,Williamson,2014,92.44,7.56
664,94166,11966,Wilson,2014,88.73,11.27
665,54384,6149,Anderson,2015,89.84,10.16
666,33109,6702,Bedford,2015,83.17,16.83
667,10577,1790,Benton,2015,85.53,14.47
668,8027,1379,Bledsoe,2015,85.34,14.66
669,90737,11100,Blount,2015,89.1,10.9
670,73903,10934,Bradley,2015,87.11,12.89
671,27524,3953,Campbell,2015,87.44,12.56
672,9773,1439,Cannon,2015,87.17,12.83
673,19050,2418,Carroll,2015,88.74,11.26
674,38141,6177,Carter,2015,86.06,13.94
675,30150,3834,Cheatham,2015,88.72,11.28
676,11685,1605,Chester,2015,87.92,12.08
677,21536,3026,Claiborne,2015,87.68,12.32
678,4998,817,Clay,2015,85.95,14.05
679,24618,3252,Cocke,2015,88.33,11.67
680,39062,5513,Coffee,2015,87.63,12.37
681,10107,1839,Crockett,2015,84.61,15.39
682,35128,5643,Cumberland,2015,86.16,13.84
683,497138,81013,Davidson,2015,85.99,14.01
684,7650,1254,Decatur,2015,85.92,14.08
685,13098,2395,DeKalb,2015,84.54,15.46
686,38104,5094,Dickson,2015,88.21,11.79
687,27919,3207,Dyer,2015,89.7,10.3
688,28157,3046,Fayette,2015,90.24,9.76
689,12190,1897,Fentress,2015,86.53,13.47
690,27879,3603,Franklin,2015,88.56,11.44
691,35735,4375,Gibson,2015,89.09,10.91
692,20020,2882,Giles,2015,87.42,12.58
693,15961,2388,Grainger,2015,86.99,13.01
694,46632,6626,Greene,2015,87.56,12.44
695,8898,1553,Grundy,2015,85.14,14.86
696,44045,7414,Hamblen,2015,85.59,14.41
697,256028,32463,Hamilton,2015,88.75,11.25
698,4601,570,Hancock,2015,88.98,11.02
699,15618,2094,Hardeman,2015,88.18,11.82
700,17218,2819,Hardin,2015,85.93,14.07
701,40020,4926,Hawkins,2015,89.04,10.96
702,13042,1761,Haywood,2015,88.1,11.9
703,20489,2515,Henderson,2015,89.07,10.93
704,21440,3227,Henry,2015,86.92,13.08
705,16571,2482,Hickman,2015,86.97,13.03
706,5637,820,Houston,2015,87.3,12.7
707,12794,1622,Humphreys,2015,88.75,11.25
708,7722,1201,Jackson,2015,86.54,13.46
709,36453,5024,Jefferson,2015,87.89,12.11
710,10686,1583,Johnson,2015,87.1,12.9
711,334690,40387,Knox,2015,89.23,10.77
712,3599,469,Lake,2015,88.47,11.53
713,18070,2437,Lauderdale,2015,88.12,11.88
714,30315,4437,Lawrence,2015,87.23,12.77
715,8039,1372,Lewis,2015,85.42,14.58
716,24096,3110,Lincoln,2015,88.57,11.43
717,32941,5135,Loudon,2015,86.51,13.49
718,36912,5032,McMinn,2015,88.0,12.0
719,17967,2667,McNairy,2015,87.07,12.93
720,16452,2851,Macon,2015,85.23,14.77
721,70216,8540,Madison,2015,89.16,10.84
722,20337,2636,Marion,2015,88.53,11.47
723,23346,3113,Marshall,2015,88.23,11.77
724,65301,8447,Maury,2015,88.55,11.45
725,8050,1250,Meigs,2015,86.56,13.44
726,30999,5183,Monroe,2015,85.68,14.32
727,157540,15248,Montgomery,2015,91.18,8.82
728,4404,558,Moore,2015,88.75,11.25
729,14068,1711,Morgan,2015,89.16,10.84
730,21288,3100,Obion,2015,87.29,12.71
731,15304,2184,Overton,2015,87.51,12.49
732,5300,837,Perry,2015,86.36,13.64
733,3319,476,Pickett,2015,87.46,12.54
734,11671,1620,Polk,2015,87.81,12.19
735,52006,8009,Putnam,2015,86.66,13.34
736,22498,3359,Rhea,2015,87.01,12.99
737,36373,4577,Roane,2015,88.82,11.18
738,51991,6637,Robertson,2015,88.68,11.32
739,237251,27913,Rutherford,2015,89.47,10.53
740,15928,2262,Scott,2015,87.56,12.44
741,10370,1357,Sequatchie,2015,88.43,11.57
742,64558,12947,Sevier,2015,83.3,16.7
743,696763,110137,Shelby,2015,86.35,13.65
744,14514,1638,Smith,2015,89.86,10.14
745,9371,1268,Stewart,2015,88.08,11.92
746,108992,13743,Sullivan,2015,88.8,11.2
747,132738,16182,Sumner,2015,89.13,10.87
748,47268,5428,Tipton,2015,89.7,10.3
749,5800,914,Trousdale,2015,86.39,13.61
750,11949,1835,Unicoi,2015,86.69,13.31
751,13308,2409,Union,2015,84.67,15.33
752,3840,539,Van Buren,2015,87.69,12.31
753,28105,4952,Warren,2015,85.02,14.98
754,89436,11612,Washington,2015,88.51,11.49
755,10136,1445,Wayne,2015,87.52,12.48
756,23671,2719,Weakley,2015,89.7,10.3
757,18195,2825,White,2015,86.56,13.44
758,175398,11184,Williamson,2015,94.01,5.99
759,99045,10120,Wilson,2015,90.73,9.27
760,54760,5550,Anderson,2016,90.8,9.2
761,34639,5173,Bedford,2016,87.01,12.99
762,10684,1431,Benton,2016,88.19,11.81
763,8150,1331,Bledsoe,2016,85.96,14.04
764,92081,10388,Blount,2016,89.86,10.14
765,73780,11037,Bradley,2016,86.99,13.01
766,27589,3616,Campbell,2016,88.41,11.59
767,9963,1339,Cannon,2016,88.15,11.85
768,19110,2102,Carroll,2016,90.09,9.91
769,38850,5004,Carter,2016,88.59,11.41
770,30766,3197,Cheatham,2016,90.59,9.41
771,11670,1538,Chester,2016,88.36,11.64
772,21972,2461,Claiborne,2016,89.93,10.07
773,5049,714,Clay,2016,87.61,12.39
774,24589,3002,Cocke,2016,89.12,10.88
775,39910,4851,Coffee,2016,89.16,10.84
776,10053,1620,Crockett,2016,86.12,13.88
777,35796,5013,Cumberland,2016,87.72,12.28
778,507673,73272,Davidson,2016,87.39,12.61
779,7845,1084,Decatur,2016,87.86,12.14
780,13555,2007,DeKalb,2016,87.1,12.9
781,38737,4878,Dickson,2016,88.82,11.18
782,27720,3029,Dyer,2016,90.15,9.85
783,28438,2904,Fayette,2016,90.73,9.27
784,12233,1728,Fentress,2016,87.62,12.38
785,28132,3434,Franklin,2016,89.12,10.88
786,36256,3673,Gibson,2016,90.8,9.2
787,20337,2662,Giles,2016,88.43,11.57
788,16208,2230,Grainger,2016,87.91,12.09
789,47062,5761,Greene,2016,89.09,10.91
790,8889,1434,Grundy,2016,86.11,13.89
791,44655,6756,Hamblen,2016,86.86,13.14
792,262008,28689,Hamilton,2016,90.13,9.87
793,4489,603,Hancock,2016,88.16,11.84
794,15388,1886,Hardeman,2016,89.08,10.92
795,17501,2293,Hardin,2016,88.42,11.58
796,39953,4742,Hawkins,2016,89.39,10.61
797,12964,1510,Haywood,2016,89.57,10.43
798,20143,2513,Henderson,2016,88.91,11.09
799,21743,2868,Henry,2016,88.35,11.65
800,16751,2373,Hickman,2016,87.59,12.41
801,5649,736,Houston,2016,88.47,11.53
802,13155,1424,Humphreys,2016,90.23,9.77
803,7722,1166,Jackson,2016,86.88,13.12
804,37031,4519,Jefferson,2016,89.12,10.88
805,10652,1483,Johnson,2016,87.78,12.22
806,343142,34810,Knox,2016,90.79,9.21
807,3582,452,Lake,2016,88.8,11.2
808,17903,2257,Lauderdale,2016,88.8,11.2
809,31012,4018,Lawrence,2016,88.53,11.47
810,8288,1090,Lewis,2016,88.38,11.62
811,23977,3011,Lincoln,2016,88.84,11.16
812,33389,4702,Loudon,2016,87.66,12.34
813,37490,4359,McMinn,2016,89.58,10.42
814,17903,2419,McNairy,2016,88.1,11.9
815,16618,2815,Macon,2016,85.51,14.49
816,70892,7113,Madison,2016,90.88,9.12
817,20554,2228,Marion,2016,90.22,9.78
818,23639,3028,Marshall,2016,88.65,11.35
819,68305,7117,Maury,2016,90.56,9.44
820,8304,1123,Meigs,2016,88.09,11.91
821,31483,4468,Monroe,2016,87.57,12.43
822,158964,15343,Montgomery,2016,91.2,8.8
823,4512,454,Moore,2016,90.86,9.14
824,13889,1839,Morgan,2016,88.31,11.69
825,21384,2681,Obion,2016,88.86,11.14
826,15228,2074,Overton,2016,88.01,11.99
827,5409,716,Perry,2016,88.31,11.69
828,3326,396,Pickett,2016,89.36,10.64
829,11740,1428,Polk,2016,89.16,10.84
830,53541,7444,Putnam,2016,87.79,12.21
831,22503,3210,Rhea,2016,87.52,12.48
832,36819,4027,Roane,2016,90.14,9.86
833,52763,6192,Robertson,2016,89.5,10.5
834,249626,24067,Rutherford,2016,91.21,8.79
835,16027,2017,Scott,2016,88.82,11.18
836,10493,1224,Sequatchie,2016,89.55,10.45
837,65462,11903,Sevier,2016,84.61,15.39
838,703728,92483,Shelby,2016,88.38,11.62
839,14526,1668,Smith,2016,89.7,10.3
840,9328,1178,Stewart,2016,88.79,11.21
841,109883,12070,Sullivan,2016,90.1,9.9
842,138878,13249,Sumner,2016,91.29,8.71
843,46724,5161,Tipton,2016,90.05,9.95
844,6063,846,Trousdale,2016,87.76,12.24
845,11943,1582,Unicoi,2016,88.3,11.7
846,13659,1956,Union,2016,87.47,12.53
847,3834,511,Van Buren,2016,88.24,11.76
848,28406,4490,Warren,2016,86.35,13.65
849,91752,9940,Washington,2016,90.23,9.77
850,10091,1404,Wayne,2016,87.79,12.21
851,23448,2501,Weakley,2016,90.36,9.64
852,18625,2325,White,2016,88.9,11.1
853,182950,11006,Williamson,2016,94.33,5.67
854,103900,8508,Wilson,2016,92.43,7.57
855,54264,6218,Anderson,2017,89.72,10.28
856,34495,5801,Bedford,2017,85.6,14.4
857,10520,1489,Benton,2017,87.6,12.4
858,8007,1422,Bledsoe,2017,84.92,15.08
859,92488,10561,Blount,2017,89.75,10.25
860,73837,11377,Bradley,2017,86.65,13.35
861,27109,3847,Campbell,2017,87.57,12.43
862,10138,1381,Cannon,2017,88.01,11.99
863,18844,2295,Carroll,2017,89.14,10.86
864,38260,5222,Carter,2017,87.99,12.01
865,30890,3506,Cheatham,2017,89.81,10.19
866,11599,1558,Chester,2017,88.16,11.84
867,21331,2834,Claiborne,2017,88.27,11.73
868,4894,839,Clay,2017,85.37,14.63
869,24277,3395,Cocke,2017,87.73,12.27
870,40138,4939,Coffee,2017,89.04,10.96
871,9982,1669,Crockett,2017,85.68,14.32
872,35584,5144,Cumberland,2017,87.37,12.63
873,501274,82893,Davidson,2017,85.81,14.19
874,7838,1082,Decatur,2017,87.87,12.13
875,13679,2287,DeKalb,2017,85.68,14.32
876,39382,4808,Dickson,2017,89.12,10.88
877,27471,2995,Dyer,2017,90.17,9.83
878,28046,3474,Fayette,2017,88.98,11.02
879,12272,1723,Fentress,2017,87.69,12.31
880,28101,3340,Franklin,2017,89.38,10.62
881,35430,4327,Gibson,2017,89.12,10.88
882,20204,2802,Giles,2017,87.82,12.18
883,16048,2275,Grainger,2017,87.58,12.42
884,46757,5877,Greene,2017,88.83,11.17
885,8940,1420,Grundy,2017,86.29,13.71
886,44563,7165,Hamblen,2017,86.15,13.85
887,260047,32272,Hamilton,2017,88.96,11.04
888,4448,586,Hancock,2017,88.36,11.64
889,15012,2098,Hardeman,2017,87.74,12.26
890,17465,2327,Hardin,2017,88.24,11.76
891,39410,4912,Hawkins,2017,88.92,11.08
892,12469,1597,Haywood,2017,88.65,11.35
893,19931,2486,Henderson,2017,88.91,11.09
894,21853,2756,Henry,2017,88.8,11.2
895,16593,2468,Hickman,2017,87.05,12.95
896,5625,809,Houston,2017,87.43,12.57
897,12992,1646,Humphreys,2017,88.76,11.24
898,7774,1115,Jackson,2017,87.46,12.54
899,36902,4863,Jefferson,2017,88.36,11.64
900,10406,1498,Johnson,2017,87.42,12.58
901,344647,37471,Knox,2017,90.19,9.81
902,3474,458,Lake,2017,88.35,11.65
903,17598,2388,Lauderdale,2017,88.05,11.95
904,30682,4595,Lawrence,2017,86.97,13.03
905,8250,1142,Lewis,2017,87.84,12.16
906,23868,3084,Lincoln,2017,88.56,11.44
907,33583,4920,Loudon,2017,87.22,12.78
908,36653,5075,McMinn,2017,87.84,12.16
909,18075,2320,McNairy,2017,88.62,11.38
910,17334,2662,Macon,2017,86.69,13.31
911,70051,7445,Madison,2017,90.39,9.61
912,20114,2564,Marion,2017,88.69,11.31
913,24535,2899,Marshall,2017,89.43,10.57
914,69075,8242,Maury,2017,89.34,10.66
915,8231,1174,Meigs,2017,87.52,12.48
916,31694,4317,Monroe,2017,88.01,11.99
917,162119,15705,Montgomery,2017,91.17,8.83
918,4528,476,Moore,2017,90.49,9.51
919,13525,1945,Morgan,2017,87.43,12.57
920,21013,2817,Obion,2017,88.18,11.82
921,15169,2072,Overton,2017,87.98,12.02
922,5274,884,Perry,2017,85.64,14.36
923,3212,439,Pickett,2017,87.98,12.02
924,11433,1635,Polk,2017,87.49,12.51
925,54719,7742,Putnam,2017,87.61,12.39
926,22543,3284,Rhea,2017,87.28,12.72
927,36370,4394,Roane,2017,89.22,10.78
928,53705,6024,Robertson,2017,89.91,10.09
929,254925,26618,Rutherford,2017,90.55,9.45
930,15943,2035,Scott,2017,88.68,11.32
931,10316,1313,Sequatchie,2017,88.71,11.29
932,64748,12956,Sevier,2017,83.33,16.67
933,699212,93094,Shelby,2017,88.25,11.75
934,14561,1678,Smith,2017,89.67,10.33
935,9323,1273,Stewart,2017,87.99,12.01
936,109060,12489,Sullivan,2017,89.73,10.27
937,140140,15226,Sumner,2017,90.2,9.8
938,47169,4695,Tipton,2017,90.95,9.05
939,6066,878,Trousdale,2017,87.36,12.64
940,11834,1665,Unicoi,2017,87.67,12.33
941,13656,2031,Union,2017,87.05,12.95
942,3748,551,Van Buren,2017,87.18,12.82
943,28063,4879,Warren,2017,85.19,14.81
944,90236,11411,Washington,2017,88.77,11.23
945,9984,1341,Wayne,2017,88.16,11.84
946,23142,2657,Weakley,2017,89.7,10.3
947,18578,2384,White,2017,88.63,11.37
948,188078,12631,Williamson,2017,93.71,6.29
949,105600,9956,Wilson,2017,91.38,8.62
950,53488,6990,Anderson,2018,88.44,11.56
951,35093,6029,Bedford,2018,85.34,14.66
952,10629,1552,Benton,2018,87.26,12.74
953,7744,1660,Bledsoe,2018,82.35,17.65
954,91631,11788,Blount,2018,88.6,11.4
955,74202,11670,Bradley,2018,86.41,13.59
956,26801,4041,Campbell,2018,86.9,13.1
957,10230,1464,Cannon,2018,87.48,12.52
958,18708,2436,Carroll,2018,88.48,11.52
959,37421,5690,Carter,2018,86.8,13.2
960,30267,4006,Cheatham,2018,88.31,11.69
961,11596,1667,Chester,2018,87.43,12.57
962,21316,2858,Claiborne,2018,88.18,11.82
963,4976,761,Clay,2018,86.74,13.26
964,24491,3301,Cocke,2018,88.12,11.88
965,40299,5296,Coffee,2018,88.38,11.62
966,9852,1663,Crockett,2018,85.56,14.44
967,35730,5178,Cumberland,2018,87.34,12.66
968,501576,81497,Davidson,2018,86.02,13.98
969,7741,1102,Decatur,2018,87.54,12.46
970,13704,2455,DeKalb,2018,84.81,15.19
971,38793,5622,Dickson,2018,87.34,12.66
972,26919,3316,Dyer,2018,89.03,10.97
973,28451,3124,Fayette,2018,90.11,9.89
974,12115,1874,Fentress,2018,86.6,13.4
975,27883,3639,Franklin,2018,88.46,11.54
976,35156,4396,Gibson,2018,88.89,11.11
977,20272,2763,Giles,2018,88.01,11.99
978,15746,2498,Grainger,2018,86.31,13.69
979,46043,6618,Greene,2018,87.43,12.57
980,8803,1549,Grundy,2018,85.04,14.96
981,44427,7499,Hamblen,2018,85.56,14.44
982,258250,34725,Hamilton,2018,88.15,11.85
983,4366,607,Hancock,2018,87.79,12.21
984,14845,2038,Hardeman,2018,87.93,12.07
985,17114,2504,Hardin,2018,87.24,12.76
986,38919,5143,Hawkins,2018,88.33,11.67
987,12155,1573,Haywood,2018,88.54,11.46
988,19708,2740,Henderson,2018,87.79,12.21
989,21557,2834,Henry,2018,88.38,11.62
990,16564,2586,Hickman,2018,86.5,13.5
991,5654,823,Houston,2018,87.29,12.71
992,12712,1864,Humphreys,2018,87.21,12.79
993,7674,1258,Jackson,2018,85.92,14.08
994,36693,5228,Jefferson,2018,87.53,12.47
995,10378,1579,Johnson,2018,86.79,13.21
996,342831,39398,Knox,2018,89.69,10.31
997,3444,452,Lake,2018,88.4,11.6
998,17096,2457,Lauderdale,2018,87.43,12.57
999,31100,4413,Lawrence,2018,87.57,12.43
1000,8184,1231,Lewis,2018,86.93,13.07
1001,23831,3348,Lincoln,2018,87.68,12.32
1002,33793,5091,Loudon,2018,86.91,13.09
1003,36660,5341,McMinn,2018,87.28,12.72
1004,17545,2617,McNairy,2018,87.02,12.98
1005,17213,2895,Macon,2018,85.6,14.4
1006,68243,8735,Madison,2018,88.65,11.35
1007,20045,2609,Marion,2018,88.48,11.52
1008,24889,3102,Marshall,2018,88.92,11.08
1009,70682,8055,Maury,2018,89.77,10.23
1010,8379,1177,Meigs,2018,87.68,12.32
1011,30850,5081,Monroe,2018,85.86,14.14
1012,166486,16046,Montgomery,2018,91.21,8.79
1013,4527,474,Moore,2018,90.52,9.48
1014,13378,2069,Morgan,2018,86.61,13.39
1015,20900,2755,Obion,2018,88.35,11.65
1016,15094,2141,Overton,2018,87.58,12.42
1017,5406,844,Perry,2018,86.5,13.5
1018,3149,501,Pickett,2018,86.27,13.73
1019,11313,1826,Polk,2018,86.1,13.9
1020,55508,7767,Putnam,2018,87.73,12.27
1021,22738,3335,Rhea,2018,87.21,12.79
1022,36190,4516,Roane,2018,88.91,11.09
1023,52780,7334,Robertson,2018,87.8,12.2
1024,257797,29160,Rutherford,2018,89.84,10.16
1025,15614,2373,Scott,2018,86.81,13.19
1026,10306,1368,Sequatchie,2018,88.28,11.72
1027,63927,13515,Sevier,2018,82.55,17.45
1028,679641,107268,Shelby,2018,86.37,13.63
1029,14526,1892,Smith,2018,88.48,11.52
1030,9349,1356,Stewart,2018,87.33,12.67
1031,107047,14323,Sullivan,2018,88.2,11.8
1032,141543,15785,Sumner,2018,89.97,10.03
1033,46076,5738,Tipton,2018,88.93,11.07
1034,6173,880,Trousdale,2018,87.52,12.48
1035,11827,1632,Unicoi,2018,87.87,12.13
1036,13715,2136,Union,2018,86.52,13.48
1037,3701,588,Van Buren,2018,86.29,13.71
1038,27793,5246,Warren,2018,84.12,15.88
1039,90546,10856,Washington,2018,89.29,10.71
1040,9751,1501,Wayne,2018,86.66,13.34
1041,22446,3261,Weakley,2018,87.31,12.69
1042,18548,2666,White,2018,87.43,12.57
1043,191306,12500,Williamson,2018,93.87,6.13
1044,107215,11102,Wilson,2018,90.62,9.38
1045,53234,7356,Anderson,2019,87.86,12.14
1046,35195,6283,Bedford,2019,84.85,15.15
1047,10374,1630,Benton,2019,86.42,13.58
1048,7893,1574,Bledsoe,2019,83.37,16.63
1049,92406,12138,Blount,2019,88.39,11.61
1050,74655,12174,Bradley,2019,85.98,14.02
1051,26764,3962,Campbell,2019,87.11,12.89
1052,10349,1473,Cannon,2019,87.54,12.46
1053,18270,2641,Carroll,2019,87.37,12.63
1054,36701,5950,Carter,2019,86.05,13.95
1055,30244,4020,Cheatham,2019,88.27,11.73
1056,11555,1635,Chester,2019,87.6,12.4
1057,21155,2953,Claiborne,2019,87.75,12.25
1058,4795,787,Clay,2019,85.9,14.1
1059,24010,3544,Cocke,2019,87.14,12.86
1060,40567,5468,Coffee,2019,88.12,11.88
1061,9589,1736,Crockett,2019,84.67,15.33
1062,35070,5862,Cumberland,2019,85.68,14.32
1063,505579,78123,Davidson,2019,86.62,13.38
1064,7603,1105,Decatur,2019,87.31,12.69
1065,13991,2313,DeKalb,2019,85.81,14.19
1066,39278,5200,Dickson,2019,88.31,11.69
1067,26430,3440,Dyer,2019,88.48,11.52
1068,28188,3586,Fayette,2019,88.71,11.29
1069,12106,1842,Fentress,2019,86.79,13.21
1070,27819,3699,Franklin,2019,88.26,11.74
1071,34703,4596,Gibson,2019,88.31,11.69
1072,19815,2994,Giles,2019,86.87,13.13
1073,15685,2522,Grainger,2019,86.15,13.85
1074,45395,6864,Greene,2019,86.87,13.13
1075,8868,1465,Grundy,2019,85.82,14.18
1076,43814,8105,Hamblen,2019,84.39,15.61
1077,259424,35273,Hamilton,2019,88.03,11.97
1078,4370,587,Hancock,2019,88.16,11.84
1079,14476,2033,Hardeman,2019,87.69,12.31
1080,17042,2370,Hardin,2019,87.79,12.21
1081,38630,5094,Hawkins,2019,88.35,11.65
1082,11830,1613,Haywood,2019,88.0,12.0
1083,19463,2834,Henderson,2019,87.29,12.71
1084,21003,3121,Henry,2019,87.06,12.94
1085,16439,2682,Hickman,2019,85.97,14.03
1086,5505,883,Houston,2019,86.18,13.82
1087,12793,1710,Humphreys,2019,88.21,11.79
1088,7586,1258,Jackson,2019,85.78,14.22
1089,36521,5509,Jefferson,2019,86.89,13.11
1090,10416,1476,Johnson,2019,87.59,12.41
1091,343735,41329,Knox,2019,89.27,10.73
1092,3298,444,Lake,2019,88.13,11.87
1093,16602,2374,Lauderdale,2019,87.49,12.51
1094,30904,4613,Lawrence,2019,87.01,12.99
1095,8348,1137,Lewis,2019,88.01,11.99
1096,23652,3607,Lincoln,2019,86.77,13.23
1097,33945,5388,Loudon,2019,86.3,13.7
1098,36634,5432,McMinn,2019,87.09,12.91
1099,17593,2295,McNairy,2019,88.46,11.54
1100,17111,3011,Macon,2019,85.04,14.96
1101,67853,8637,Madison,2019,88.71,11.29
1102,19974,2764,Marion,2019,87.84,12.16
1103,25068,3353,Marshall,2019,88.2,11.8
1104,71051,9081,Maury,2019,88.67,11.33
1105,8308,1249,Meigs,2019,86.93,13.07
1106,31195,4731,Monroe,2019,86.83,13.17
1107,167705,17282,Montgomery,2019,90.66,9.34
1108,4526,514,Moore,2019,89.8,10.2
1109,13218,1887,Morgan,2019,87.51,12.49
1110,20397,2918,Obion,2019,87.48,12.52
1111,15010,2296,Overton,2019,86.73,13.27
1112,5301,901,Perry,2019,85.47,14.53
1113,3077,538,Pickett,2019,85.12,14.88
1114,11048,1871,Polk,2019,85.52,14.48
1115,55660,8504,Putnam,2019,86.75,13.25
1116,22368,3635,Rhea,2019,86.02,13.98
1117,36241,4305,Roane,2019,89.38,10.62
1118,53218,6963,Robertson,2019,88.43,11.57
1119,262489,30323,Rutherford,2019,89.64,10.36
1120,15671,2143,Scott,2019,87.97,12.03
1121,10225,1465,Sequatchie,2019,87.47,12.53
1122,63276,13557,Sevier,2019,82.36,17.64
1123,680234,103192,Shelby,2019,86.83,13.17
1124,14448,1982,Smith,2019,87.94,12.06
1125,9351,1353,Stewart,2019,87.36,12.64
1126,106373,14688,Sullivan,2019,87.87,12.13
1127,143612,16587,Sumner,2019,89.65,10.35
1128,46093,5353,Tipton,2019,89.59,10.41
1129,6318,933,Trousdale,2019,87.13,12.87
1130,11678,1752,Unicoi,2019,86.95,13.05
1131,13751,2188,Union,2019,86.27,13.73
1132,3789,551,Van Buren,2019,87.3,12.7
1133,27899,5237,Warren,2019,84.2,15.8
1134,89591,12094,Washington,2019,88.11,11.89
1135,9664,1497,Wayne,2019,86.59,13.41
1136,22565,2938,Weakley,2019,88.48,11.52
1137,18547,2717,White,2019,87.22,12.78
1138,197201,13215,Williamson,2019,93.72,6.28
1139,109986,11543,Wilson,2019,90.5,9.5
